perseus_n,perseus_text,comp,anceps_n,anceps_text,speaker,elision,speech
['204'],iam concitatum quamque regale hoc putet,0.805555556,143, ja*m co_nci^ta_tu*m qva_mqve^ re_ga*l(e) ho_c pu^te*t,['#medea'],1,5
['205'],"sceptris superbas quisquis admovit manus,",0.837837838,144, sce*ptri_s su^pe_rba*s qvi_sqvi^s a_dmo*vi_t ma^nu*s,['#medea'],0,5
['206'],"qua coepit ire, regia didici mea.",0.928571429,145,qva* c[oe]pi^t i_re* re_gi^a_ di^di^ci_ me^a*,['#medea'],0,5
['207'],"quamvis enim sim clade miseranda obruta,",0.944444444,146, qva*mvi_s e^ni_m si*m cla_de^ mi^se^ra*nd(a) o_bru^ta*,['#medea'],1,5
['208'],"expulsa supplex sola deserta, undique",0.96969697,147, e*xpu_lsa^ su_pple*x so_la^ de_se*rt(a) u_ndi^qve*,['#medea'],1,5
['209'],"adflicta, quondam nobili falsi patre",0.84375,148,a*ffli_cta^ quo_nda*m no_bi^li_ fu*lsi_ pa^tre*,['#medea'],0,5
['210'],avoque clarum Sole deduxi genus.,0.892857143,149, a*vo_qve^ cla_ru*m so_le^ de_du*xi_ ge^nu*s,['#medea'],0,5
['211'],quodcumque placidis flexibus Phasis rigat,0.868421053,150, qvo*dcu_mqve^ pla^ci^di*s fle_xi^bu_s pha*si_s ri^ga*t,['#medea'],0,5
['212'],"Pontusque quicquid Scythicus a tergo videt,",0.743589744,151, po*ntu_sqve^ qvi_dqvi*d scy^thi^cu^s a_ te*rgo_ vi^de*t,['#medea'],0,5
['213'],"palustribus qua maria dulcescunt aquis,",0.857142857,152, pa*lu_stri^bu_s qva* ma^ri^a^ du_lce*scu_nt a^qvi*s,['#medea'],0,5
['214'],armata peltis quicquid exterret cohors,0.8,153, a*rma_ta^ pe_lti*s qvi_dqvi^d e_xte*rre_t co^ho*rs,['#medea'],0,5
['215'],"inclusa ripis vidua Thermodontiis,",1,154, i*nclu_sa^ ri_pi*s vi^du^a^ the_rmo*do_nti^i*s,['#medea'],0,5
['216'],hoc omne noster genitor imperio regit.,1,155, ho*c o_mne^ no_ste*r ge^ni^to^r i_mpe^ri^o_ re^gi*t,['#medea'],0,5
['217'],"generosa, felix, decore regali potens",1,156, ge^ne^ro_sa^ fe_li*x de^co^re^ re_ga*li_ po^te*ns,['#medea'],0,5
['218'],"fulsi: petebant tunc meos thalamos proci,",1,157, fu*lsi_ pe^te_ba*nt tu_nc me^o_s tha^la^mo_s pro^ci*,['#medea'],0,5
['219'],qui nunc petuntur. rapida fortuna ac levis,0.947368421,158, qvi* nu_nc pe^tu_ntu*r ra^pi^da^ fo_rtu*n(a) a_c le^vi*s,['#medea'],1,5
['220'],"praecepsque regno eripuit, exilio dedit.",0.914285714,159, pr[ae]ce_psqve^ re_gn(o) e*ri^pu^i^t e_xi^li^o_ de^di*t,['#medea'],1,5
['221'],"confide regnis, cum levis magnas opes",1,160, co*nfi_de^ re_gni*s cu_m le^vi_s ma*gna_s o^pe*s,['#medea'],0,5
['222'],huc ferat et illuc casus— hoc reges habent,1,161, hu*c fe^ra^t e^t i_llu*c ca_su^s ho_c re*ge_s ha^be*nt,['#medea'],0,5
['223'],"magnificum et ingens, nulla quod rapiat dies:",0.925,162,ma*gni^fi^c(u)m e^t i_nge*ns nu_lla^ qvo_d ra^pi^a_t di^e*s,['#medea'],1,5
['224'],"prodesse miseris, supplices fido lare",1,163, pro*de_sse^ mi^se^ri*s su_ppli^ce_s fi*do_ la^re*,['#medea'],0,5
['225'],"protegere, solum hoc Colchico regno extuli,",1,164, pro*te^ge^re^ so_l(u)m ho*c co_lchi^co_ re*gn(o) e_xtu^li*,['#medea'],2,5
['226'],"decus illud ingens Graeciae et florem inclitum,",1,165, de^cu^s i_llu^d i_nge*ns gr[ae]ci^(ae) e_t flo*r(e)m i_ncli^tu*m,['#medea'],2,5
['227'],"praesidia Achivae gentis et prolem deum,",1,166, pr[ae]si^di^(a) a^chi_v[ae] ge_nti^s e_t pro*le_m de^u*m,['#medea'],1,5
['228'],"servasse memet, munus est Orpheus meum,",0.911764706,167,se*rua_sse^ me_me*t mu_nu^s e_st o*rph[eu]s me^u*m,['#medea'],0,5
['229'],"qui saxa cantu mulcet et silvas trahit,",0.942857143,168, qvi* sa_xa^ ca_ntu* mu_lce^t e_t si*lva_s tra^hi*t,['#medea'],0,5
['230'],geminum que numen Castor et Pollux meum est,0.75,169, ge^mi^nu_mqve^ mu_nu*s ca_sto^r e_t po*llu_x me^(u)m e*st,['#medea'],1,5
['231'],satique Borea quique trans Pontum quoque,0.648648649,170, sa*ti_qve^ bo^re^a* qvi_qve^ tra_ns po*ntu_m qvo^qve*,['#medea'],0,5
['232'],"summota Lynceus lumine inmisso videt,",0.818181818,171,su*mmo_ta^ ly_nc[eu]s lu_mi^n(e) i_mmi*sso_ ui^de*t,['#medea'],1,5
['233'],"omnesque Minyae: nam ducem taceo ducum,",0.852941176,172, o*mne_sqve^ mi^ny^[ae] na_m du^cu_m ta^ce^o_ du^ce*m,['#medea'],0,5
['234'],pro quo nihil debetur: hunc nulli imputo;,0.916666667,173, pro* qvo_ ni^hi_l de*be_tu^r hu_nc nu*ll(i) i_mpu^to*,['#medea'],1,5
['235'],"vobis revexi ceteros, unum mihi.",1,174, vo*bi_s re^ve_xi* ce_te^ro_s u*nu_m mi^hi*,['#medea'],0,5
['236'],incesse nunc et cuncta flagitia ingere.,1,175,i*nce_sse^ nu_nc e*t cu_ncta^ fla_gi^ti^(a) i_nge^re*,['#medea'],1,5
['237'],"fatebor: obici crimen hoc solum potest,",1,176,fa*te_bo^r o^bi^ci* cri_me^n ho_c so*lu_m po^te*st,['#medea'],0,5
['238'],"Argo reversa, virgini placeat pudor",1,177,a*rgo_ re^ve_rsa* vi_rgi^ni_ pla^ce^a_t pu^do*r,['#medea'],0,5
['239'],paterque placeat: tota cum ducibus ruet,0.914285714,178, pa*te_rqve^ pla^ce^a*t to_ta^ cu_m du^ci^bu_s ru^e*t,['#medea'],0,5
['240'],"Pelasga tellus, hic tuus primum gener",1,179, pe*la_sga^ te_llu*s hi_c tu^u_s pri*mu_m ge^ne*r,['#medea'],0,5
['241'],tauri ferocis ore flammanti occidet.,0.875,180, t[au]ri_ fe^ro_ci*s o_re^ fla_gra*nt(i) o_cci^de*t,['#medea'],1,5
['242'],"fortuna causam quae volet nostram premat,",0.918918919,181, fo*rtu_na^ c[au]sa*m qv[ae] vo^le_t no*stra_m pre^ma*t,['#medea'],0,5
['243'],non paenitet servasse tot regum decus.,1,182, no*n p[ae]ni^te_t se*rva_sse^ to_t re*gu_m de^cu*s,['#medea'],0,5
['244'],"quodcumque culpa praemium ex omni tuli,",0.857142857,183, qvo*dcu_mqve^ cu_lpa* pr[ae]mi^(u)m e_x o*mni_ tu^li*,['#medea'],1,5
['245'],"hoc est penes te. si placet, damna ream;",1,184, ho*c e_st pe^ne_s te* si_ pla^ce_t da*mna_ re^a*m,['#medea'],0,5
['246'],"sed redde crimen, sum nocens, fateor, Creo:",1,185, se*d re_dde^ cri_me*n su_m no^ce_ns fa^te^o_r cre^o*,['#medea'],0,5
['247'],"talem sciebas esse, cum genua attigi",1,186,ta*le_m sci^e_ba*s e_sse^ cu_m ge^nu^(a) a_tti^gi*,['#medea'],1,5
['248'],fidemque supplex praesidis dextrae peti;,0.861111111,187, fi*de_mqve^ su_pple*x pr[ae]si^di_s de*xtra_ pe^ti*,['#medea'],0,5
['249'],terra hac miseriis angulum ac sedem rogo,0.918918919,188,te*rr(a) ha_c mi^se^ri^i*s a_ngu^l(u)m e_t se*de_m ro^go*,['#medea'],2,5
['250'],"latebrasque viles: urbe si pelli placet,",0.914285714,189, la^te^bra_sqve^ vi_le*s u_rbe^ si_ pe*lli_ pla^ce*t,['#medea'],0,5
['251'],detur remotus aliquis in regnis locus.,0.911764706,190, de*tu_r re^mo_tu*s a^li^qvi^s i_n re*gni_s lo^cu*s,['#medea'],0,5
['252'],Non esse me qui sceptra violentus geram,0.916666667,191, no*n e_sse^ me_ qvi* sce_ptra^ vi^o^le*ntu_s ge^ra*m,['#creon'],0,6
['253'],"nec qui superbo miserias calcem pede,",0.909090909,192,ne*c qvi_ su^pe_rbo* mi^se^ri^a_s ca*lce_m pe^de*,['#creon'],0,6
['254'],testatus equidem videor haud clare parum,0.945945946,193, te*sta_tu^s e^qvi^de*m vi^de^o^r h[au]d cla*re_ pa^ru*m,['#creon'],0,6
['255'],generum exulem legendo et adflictum et gravi,1,194, ge^ne^r(u)m e_xu^le_m le*ge_nd(o) e^t a_dfli*ct(u)m e_t gra^vi*,['#creon'],3,6
['256'],"terrore pavidum, quippe quem poenae expetit",0.846153846,195, te*rro_re^ pa^vi^du*m qvi_ppe^ qve_m p[oe]n(ae) e_xpe^ti*t,['#creon'],1,6
['257'],letoque Acastus regna Thessalica optinens.,0.921052632,196, le*to_qv(e) a^ca_stu*s re_gna^ the_ssa^li^c(a) o_pti^ne*ns,['#creon'],2,6
['258'],senio trementem debili atque aevo gravem,0.918918919,197, se^ni^o_ tre^me_nte*m de_bi^l(i) a_tqv(e) [ae]vo_ gra^ve*m,['#creon'],2,6
['259'],patrem peremptum queritur et caesi senis,0.918918919,198, pa*tre_m pe^re_mptu*m qve^ri^tu^r e_t c[ae]si_ se^ni*s,['#creon'],0,6
['260'],"discissa membra, cum dolo captae tuo",1,199, di*sci_ssa^ me_mbra* cu_m do^lo_ ca*pt[ae] tu^o*,['#creon'],0,6
['261'],piae sorores impium auderent nefas.,1,200, pi*[ae] so^ro_re*s i_mpi^(u)m [au]de*re_nt ne^fa*s,['#creon'],1,6
['262'],"potest Iason, si tuam causam amoves,",1,201, po*te_st i^a_so*n si_ tu^a_m c[au]s(a)m a_mo^ve*s,['#creon'],1,6
['263'],suam tueri: nullus innocuum cruor,1,202, su*a_m tu^e_ri* nu_llu^s i_nno^cu^u_m cru^o*r,['#creon'],0,6
['264'],"contaminavit, afuit ferro manus",1,203, co*nta_mi^na_vi*t a_fu^i_t fe*rro_ ma^nu*s,['#creon'],0,6
['265'],proculque vestro purus a coetu stetit.,0.911764706,204, pro*cu_lqve^ ve_stro* pu_ru^s a_ c[oe]tu_ ste^ti*t,['#creon'],0,6
['266'],"tu, tu malorum machinatrix facinorum,",1,205, tu* tu_ ma^lo_ru*m ma_chi^na_tri*x fa^ci^no^ru*m,['#creon'],0,6
['267'],"cui feminae nequitia ad audenda omnia,",0.735294118,206,cu*j fe_mi^nae_ ne*qvi^ti^(a) a^d [au]de*nd(u)m o_mni^a*,['#creon'],2,6
['268'],"robur virile est, nulla famae memoria,",1,207, ro*bu_r vi^ri_l(e) e*st nu_lla^ fa_m[ae] me^mo^ri^a*,['#creon'],1,6
['269'],"egredere, purga regna, letales simul",1,208, e*gre^de^re^ pu_rga* re_gna^ le_ta*le_s si^mu*l,['#creon'],0,6
['270'],"tecum aufer herbas, libera cives metu,",1,209, te*c(u)m [au]fe^r he_rba*s li_be^ra_ ci*ve_s me^tu*,['#creon'],1,6
['271'],alia sedens tellure sollicita deos.,1,210,a^li^a_ se^de_ns te*llu_re^ so_lli^ci^ta_ de^o*s,['#creon'],0,6
['272'],Profugere cogis? redde fugienti ratem,1,211,pro*fu^ge^re^ co_gi*s re_dde^ fu^gi^e*nti_ ra^te*m,['#medea'],0,7
['273'],vel redde comitem— fugere cur solam iubes?,0.918918919,212, ve*l re_dde^ co^mi^te*m fu^ge^re^ cu_r so*la_m ju^be*s,['#medea'],0,7
['274'],"non sola veni. bella si metuis pati,",1,213, no*n so_la^ ve_ni* be_lla^ si_ me^tu^i_s pa^ti*,['#medea'],0,7
['275'],"utrumque regno pelle, cur sontes duos",0.909090909,214, u*tru_mqve^ re_gno* pe_lle^ cu_r so*nte_s du^o*s,['#medea'],0,7
['276'],"distinguis? illi Pelia, non nobis iacet;",0.852941176,215, di*sti_ngvi^s i_lli* pe^li^a^ no_n no*bi_s ja^ce*t,['#medea'],0,7
['277'],"fugam, rapinas adice, desertum patrem",1,216,fu*ga_m ra^pi_na*s a^di^ce^ de_se*rtu_m pa^tre*m,['#medea'],0,7
['278'],"lacerum que fratrem, quicquid etiam nunc novas",0.666666667,217, la^ce^ru_mqve^ fra_tre*m qvi_dqvi^d e^ti^a*mnu_nc no^va*s,['#medea'],0,7
['279'],"docet maritus coniuges, non est meum:",0.90625,218, do*ce_t ma^ri_tu*s co_nju^ge_s no*n e_st me^u*m,['#medea'],0,7
['280'],"totiens nocens sum facta, sed numquam mihi.",0.921052632,219, to^ti^e_ns no^ce_ns su*m fa_cta^ se_d nu*mqva_m mi^hi*,['#medea'],0,7
['281'],"Iam exisse decuit, quid seris fando moras?",1,220,i(a)m e*xi_sse^ de^cu^i*t qui_d se^ri_s fa*ndo_ mo^ra*s,['#creon'],1,
['282'],"Supplex recedens illud extremum precor,",1,221, su*pple_x re^ce_de*ns i_llu^d e_xtre*mu_m pre^co*r,['#medea'],0,
['283'],ne culpa natos matris insontes trahat.,1,222, ne* cu_lpa^ na_to*s ma_tri^s i_nso*nte_s tra^ha*t,['#medea'],0,
['284'],Vade: hos paterno ut genitor excipiam sinu.,1,223, va*d(e) ho_s pa^te_rn(o) u*t ge^ni^to^r e_xci^pi^a_m si^nu*,['#creon'],2,
['285'],"Per ego auspicatos regii thalami toros,",1,224,pe^r e^g(o) [au]spi^ca_to*s re_gi^i_ tha^la^mi_ to^ro*s,['#medea'],1,8
['286'],"per spes futuras perque regnorum status,",0.916666667,225, pe*r spe_s fu^tu_ra*s pe_rqve^ re_gno*ru_m sta^tu*s,['#medea'],0,8
['287'],"Fortuna varia dubia quos agitat vice,",0.909090909,226, fo*rtu_na^ va^ri^a* du^bi^a^ qvo_s a^gi^ta_t vi^ce*,['#medea'],0,8
['288'],"precor, brevem largire fugienti moram,",1,227, pre*co_r bre^ve_m la*rgi_re^ fu^gi^e*nti_ mo^ra*m,['#medea'],0,8
['289'],"dum extrema natis mater infigo oscula,",1,228, d(u)m e*xtre_ma^ na_ti*s ma_te^r i_nfi*g(o) o_scu^la*,['#medea'],2,8
"['290', '290b']",fortasse moriens. Fraudibus tempus petis.,1,229, fo*rta_sse^ mo^ri^e*ns fr[au]di^bu_s te*mpu_s pe^ti*s,"['#medea', '#creon']",0,8
['291'],Quae fraus timeri tempore exiguo potest?,0.944444444,230, qv[ae] fr[au]s ti^me_ri* te_mpo^r(e) e_xi^gu^o_ po^te*st,['#medea'],1,
['292'],Nullum ad nocendum tempus angustum est malis.,1,231, nu*ll(u)m a_d no^ce_ndu*m te_mpu^s a_ngu*st(u)m e_st ma^li*s,['#creon'],2,
['293'],Parumne miserae temporis lacrimis negas?,1,232, pa*ru_mne^ mi^se^r[ae] te_mpo^ri_s la^cri^mi_s ne^ga*s,['#medea'],0,
['294'],"Etsi repugnat precibus infixus timor,",1,233, e*tsi_ re^pu_gna*t pre^ci^bu^s i_nfi*xu_s ti^mo*r,['#creon'],0,
['295'],unus parando dabitur exilio dies.,1,234, u*nu_s pa^ra_ndo* da^bi^tu^r e_xi^li^o_ di^e*s,['#creon'],0,
['296'],"Nimis est, recidas aliquid ex isto licet:",0.916666667,235, ni^mi^s e_st re^ci_da*s a^li^qvi^d e_x i*sto_ li^ce*t,['#medea'],0,
"['297', '297b']","et ipsa propero. Capite supplicium lues,",1,236, e*t i_psa^ pro^pe^ro* ca^pi^te^ su_ppli^ci^u_m lu^e*s,"['#medea', '#creon']",0,
['298'],clarum priusquam Phoebus attollat diem,0.914285714,237, cla*ru_m pri^u_sqva*m ph[oe]bu^s a_tto*lla_t di^e*m,['#creon'],0,
['299'],"nisi cedis Isthmo. sacra me thalami vocant,",1,238, ni^si^ ce_di^s i_sthmo* sa_cra^ me_ tha^la^mi_ vo^ca*nt,['#creon'],0,
['300'],vocat precari festus Hymenaeo dies.,1,239, vo*ca_t pre^ca_ri* fe_stu^s hy^me^n[ae]o_ di^e*s,['#creon'],0,
['301'],Audax nimium qui freta primus,0,,,['#chorus'],,
['302'],rate tam fragili perfida rupit,0,,,['#chorus'],,
['303'],terrasque suas posterga videns,0,,,['#chorus'],,
['304'],"animam levibus credidit auris,",0,,,['#chorus'],,
['305'],dubioque secans aequora cursu,0,,,['#chorus'],,
['306'],potuit tenui fidere ligno,0,,,['#chorus'],,
['307'],inter vitae mortisque vias,0,,,['#chorus'],,
['308'],nimium gracili limite ducto.,0,,,['#chorus'],,
['329'],Candida nostri saecula patres,0,,,['#chorus'],,
['330'],"videre, procul fraude remota.",0,,,['#chorus'],,
['331'],sua quisque piger litora tangens,0,,,['#chorus'],,
['332'],"patrioque senex factus in arvo,",0,,,['#chorus'],,
['333'],"parvo dives, nisi quas tulerat",0,,,['#chorus'],,
['334'],"natale solum, non norat opes:",0,,,['#chorus'],,
['309'],nondum quisquam sidera norat.,0,,,['#chorus'],,
['310'],stellisque quibus pingitur aether,0,,,['#chorus'],,
['311'],non erat usus. nondum pluvias,0,,,['#chorus'],,
['312'],Hyadas poterat vitare ratis.,0,,,['#chorus'],,
['313'],"non Oleniae lumina caprae,",0,,,['#chorus'],,
['314'],nec quae sequitur flectitque senex,0,,,['#chorus'],,
['315'],"Attica tardus plaustra Bootes,",0,,,['#chorus'],,
['316'],"nondum Boreas,",0,,,['#chorus'],,
['317'],nondum Zephyrus nomen habebant.,0,,,['#chorus'],,
['318'],Ausus Tiphys pandere vasto,0,,,['#chorus'],,
['319'],carbasa ponto,0,,,['#chorus'],,
['320'],legesque novas scribere ventis:,0,,,['#chorus'],,
['321'],"nunc lina sinu tendere toto,",0,,,['#chorus'],,
['322'],nunc prolato pede transversos,0,,,['#chorus'],,
['323'],"captare notos, nunc antemnas",0,,,['#chorus'],,
['324'],"medio tutas ponere malo,",0,,,['#chorus'],,
['325'],"nunc in summo religare loco,",0,,,['#chorus'],,
['326'],cum iam totos avidus nimium,0,,,['#chorus'],,
['327'],navita flatus optat et alto,0,,,['#chorus'],,
['328'],rubicunda tremunt sipara velo.,0,,,['#chorus'],,
['335'],b«ne dissaepti foedera mundi,0,,,['#chorus'],,
['336'],traxit in unum Thessala pinus,0,,,['#chorus'],,
['337'],"iussitque pati verbera pontum,",0,,,['#chorus'],,
['338'],partemque metus fieri nostri,0,,,['#chorus'],,
['339'],mare sepositum.,0,,,['#chorus'],,
['340'],dedit illa graves improba poenas,0,,,['#chorus'],,
['341'],"per tam longos ducta timores,",0,,,['#chorus'],,
['342'],"cum duo montes, claustra profundi,",0,,,['#chorus'],,
['343'],hinc atque illinc subito impulsu,0,,,['#chorus'],,
['344'],"velut aetherio gemerent sonitu,",0,,,['#chorus'],,
['345'],nubesque ipsas,0,,,['#chorus'],,
['345a'],mare deprensum spargeret austris.,0,,,['#chorus'],,
['346'],palluit audax Tiphys et omnes,0,,,['#chorus'],,
['347'],"labente manu misit habenas,",0,,,['#chorus'],,
['348'],Orpbeus tacuit torpente lyra,0,,,['#chorus'],,
['349'],ipsaque vocem perdidit Argo.,0,,,['#chorus'],,
['350'],"quid cum Siculi virgo Pelori,",0,,,['#chorus'],,
['351'],"rabidos utero succincta canes,",0,,,['#chorus'],,
['352'],omnis pariter solvit hiatus? ',0,,,['#chorus'],,
['353'],quis non totos horruit artus,0,,,['#chorus'],,
['354'],totiens uno latrante malo?,0,,,['#chorus'],,
['355'],quid cum Ausonium dirae pestes,0,,,['#chorus'],,
['356'],voce canora mare mulcerent.,0,,,['#chorus'],,
['357'],cum Pieria resonans cithara,0,,,['#chorus'],,
['358'],Thracius Orpheus,0,,,['#chorus'],,
['359'],solitam cantu retinere rates,0,,,['#chorus'],,
['360'],paene coegit Sirena sequi?,0,,,['#chorus'],,
"['361', '361b']",quod fuit huius pretium cursus? aurea pellis,0,,,"['#chorus', '#chorus']",,
['362'],"maiusque mari Medea malum,",0,,,['#chorus'],,
['363'],merces prima digna carina.,0,,,['#chorus'],,
['364'],Nunc iam cessit pontus et omnes,0,,,['#chorus'],,
['365'],patitur leges: non Palladia,0,,,['#chorus'],,
['366'],compacta manu regum referens,0,,,['#chorus'],,
['367'],inclita remos quaeritur Argo—,0,,,['#chorus'],,
['368'],quaelibet altum cumba pererrat;,0,,,['#chorus'],,
['369'],terminus omnis motus et urbes,0,,,['#chorus'],,
['370'],"muros terra posuere nova,",0,,,['#chorus'],,
['371'],nil qua fuerat sede reliquit,0,,,['#chorus'],,
['372'],pervius orbis:,0,,,['#chorus'],,
['373'],"Indus gelidum potat Araxen,",0,,,['#chorus'],,
['374'],Albin Persae Rhenumque bibunt.,0,,,['#chorus'],,
['375'],"venient annis saecula seris,",0,,,['#chorus'],,
['376'],quibus Oceanus vincula rerum,0,,,['#chorus'],,
['377'],laxet et ingens pateat tellus,0,,,['#chorus'],,
['378'],Tethysque novos detegat orbes,0,,,['#chorus'],,
['379'],nec sit terris ultima Thule.,0,,,['#chorus'],,
['380'],"Alumna, celerem quo rapis tectis pedem?",0.911764706,240, a*lu_mna^ ce^le^re*m qvo_ ra^pi_s te*cti_s pe^de*m,['#nutrix'],0,9
['381'],resiste et iras comprime ac retine impetum.,1,241,re*si_st(e) e^t i_ra*s co_mpri^m(e) a_c re^ti^n(e) i_mpe^tu*m,['#nutrix'],3,9
['382'],Incerta qualis entheos gressus tulit,0.909090909,242, i*nce_rta^ qva_li*s e_nthe^o_s gre*ssu_s tu^li*t,['#nutrix'],0,9
['383'],cum iam recepto maenas insanit deo,0.903225806,243, cu*m ja_m re^ce_pto* m[ae]na^s i_nsa*ni_t de^o*,['#nutrix'],0,9
['384'],"Pindi nivalis vertice aut Nysae iugis,",0.911764706,244, pi*ndi_ ni^va_li*s ve_rti^c(e) [au]t ny*s[ae] ju^gi*s,['#nutrix'],1,9
['385'],"talis recursat huc et huc motu effero,",1,245, ta*li_s re^cu_rsa*t hu_c e^t hu_c mo*t(u) e_ffe^ro*,['#nutrix'],1,9
['386'],"furoris ore signa lymphati gerens,",1,246, fu*ro_ri^s o_re* si_gna^ ly_mpha*ti_ ge^re*ns,['#nutrix'],0,9
['387'],"flammata facies spiritum ex alto citat,",1,247, fla*mma_ta^ fa^ci^e*s spi_ri^t(u)m e_x a*lto_ ci^ta*t,['#nutrix'],1,9
['388'],"proclamat, oculos uberi fletu rigat,",1,248, pro*cla_ma^t o^cu^lo*s u_be^ri_ fle*tu_ ri^ga*t,['#nutrix'],0,9
['389'],"renidet: omnis specimen affectus capit,",1,249, re*ni_de^t o_mni*s spe^ci^me^n a_ffe*ctu_s ca^pi*t,['#nutrix'],0,9
['391'],"quo pondus animi vergat, ubi ponat minas,",0.777777778,251, qvo* po_ndu^s a^ni^mi* ve_rge^t u^bi^ po*ne_t mi^na*s,['#nutrix'],0,9
['390'],haeret: minatur aestuat queritur gemit.,0,250, h[ae]re_t mi^na_tu*r [ae]stu^a_t qve^ri^tu_r ge^mi*t,['#nutrix'],0,9
['392'],ubi se iste fluctus franget? exundat furor.,1,252, u^bi^ s(e) i_ste^ flu_ctu*s fra_nge^t e_xu*nda_t fu^ro*r,['#nutrix'],1,9
['393'],non facile secum versat aut medium scelus;,1,253, no*n fa^ci^le^ se_cu*m ve_rsa^t [au]t me^di^u_m sce^lu*s,['#nutrix'],0,9
['394'],"se vincet: irae novimus veteris notas,",1,254,se* vi_nce^t i_r[ae] no_vi^mu_s ve^te^ri_s no^ta*s,['#nutrix'],0,9
['395'],"magnum aliquid instat, efferum immane impium:",0.925,255, ma*gn(u)m a^li^qvi^d i_nsta*t e_ffe^r(u)m i_mma*n(e) i_mpi^u*m,['#nutrix'],3,9
['396'],"vultum furoris cerno, di fallant metum!",1,256, vu*ltu_m fu^ro_ri*s ce_rno^ di_ fa*lla_nt me^tu*m,['#nutrix'],0,9
['397'],"Si quaeris odio, misera, quem statuas modum :",0.842105263,257, si* qv[ae]ri^s o^di^o* mi^se^ra^ qve_m sta^tu^a_s mo^du*m,['#medea'],0,10
['398'],"imitare amorem, regias egone ut faces",1,258,i^mi^ta_r(e) a^mo_re*m re_gi^a_s e^go^n(e) u_t fa^ce*s,['#medea'],2,10
['399'],"inulta patiar? segnis hic ibit dies,",1,259, i*nu_lta^ pa^ti^a*r se_gni^s hi_c i*bi_t di^e*s,['#medea'],0,10
['400'],"tanto petitus ambitu, tanto datus?",1,260, ta*nto_ pe^ti_tu*s a_mbi^tu_ ta*nto_ da^tu*s,['#medea'],0,10
['401'],dum terra caelum media libratum feret,1,261, du*m te_rra^ c[ae]lu*m me^di^a^ li_bra*tu_m fe^re*t,['#medea'],0,10
['402'],nitidusque certas mundus evolvet vices,0.914285714,262, ni^ti^du_sqve^ ce_rta*s mu_ndu^s e_vo*lve_t vi^ce*s,['#medea'],0,10
['403'],"numerosque harenis derit et solem dies,",0.828571429,263, nu^me^ru_sqv(e) ha^re_ni*s de_ri^t e_t so*le_m di^e*s,['#medea'],1,10
['404'],"noctem sequentur astra, dum siccas polus",0.916666667,264, no*cte_m se^qve_ntu*r a_stra^ du_m si*cca_s po^lu*s,['#medea'],0,10
['405'],"versabit Arctos, flumina in pontum cadent.",1,265, ve*rsa_bi^t a_rcto*s flu_mi^n(a) i_n po*ntu_m ca^de*nt,['#medea'],1,10
['406'],numquam meus cessabit in poenas furor,0.911764706,266, nu*mqva_m me^u_s ce*ssa_bi^t i_n p[oe]na_s fu^ro*r,['#medea'],0,10
['407'],"crescetque semper, quae ferarum immanitas,",0.837837838,267, cre*sce_tqve^ se_mpe*r qv[ae] fe^ra_r(u)m i*mma_ni^ta*s,['#medea'],1,10
['408'],"quae Scylla, quae Charybdis Ausonium mare",0.864864865,268,qv[ae] scy_lla^ qv[ae] cha*ry_bdi^s [au]so^ni^u_m ma^re*,['#medea'],0,10
['409'],Siculumque sorbens quaeve anhelantem premens,0.829268293,269, si^cu^lu_mqve^ so_rbe*ns qv[ae]u(e) a^nhe_la*nte_m pre^me*ns,['#medea'],1,10
['410'],Titana tantis Aetna fervebit minis?,1,270, ti*ta_na^ ta_nti*s [ae]tna^ fe_rve*bi_t mi^ni*s,['#medea'],0,10
['411'],"non rapidus amnis, non procellosum mare",1,271, no*n ra^pi^du^s a_mni*s no_n pro^ce_llo*su_m ma^re*,['#medea'],0,10
['412'],Pontusve coro saevus aut vis ignium,0.90625,272, po*ntu_sue^ co_ro* s[ae]vu^s [au]t vi*s i_gni^u*m,['#medea'],0,10
['413'],adiuta flatu possit inhibere impetum,0.909090909,273, a*dju_ta^ fla_tu* po_ssi^t i^nhi^be*r(e) i_mpe^tu*m,['#medea'],1,10
['414'],irasque nostras: sternam et evertam omnia.,0.918918919,274, i*ra_sqve^ no_stra*s ste_rn(a)m e^t e_ve*rt(a)m o_mni^a*,['#medea'],2,10
['415'],Timuit Creontem ac bella Thessalici ducis?,1,275, ti^mu^i_t cre^o_nt(e)m a*c be_lla^ the_ssa^li^ci_ du^ci*s,['#medea'],1,10
['416'],"amor timere neminem verus potest,",1,276, a*mo_r ti^me_re* ne_mi^ne_m ve*ru_s po^te*st,['#medea'],0,10
['417'],sed cesserit coactus et dederit manus:,1,277, se*d ce_sse^ri_t co*a_ctu^s e_t de^de^ri_t ma^nu*s,['#medea'],0,10
['418'],adire certe et coniugem extremo alioqui,0.805555556,278, a*di_re^ ce_rt(e) e*t co_nju^g(e)m e_xtre*m(o) a_llo^qvi*,['#medea'],3,10
['419'],sermone potuit— hoc quoque extimuit ferox;,0.837837838,279, se*rmo_ne^ po^tu^i*t ho_c qvo^qv(e) e_xti^mu^i_t fe^ro*x,['#medea'],1,10
['420'],laxare certe tempus immitis fugae,1,280, la*xa_re^ ce_rte* te_mpu^s i_mmi*ti_s fu^g[ae],['#medea'],0,10
['421'],genero licebat— liberis unus dies,1,281, ge^ne^ro_ li^ce_ba*t li_be^ri_s u*nu_s di^e*s,['#medea'],0,10
